"Award","Type","Country","Year of award ceremony","Category","date_awarded","winner","source"
"National Board of Review","Critics","USA","2014","Best Film","2015-01-06","A Most Violent Year","https://nationalboardofreview.org/2014/12/national-board-review-announces-2014-award-winners/"
"National Board of Review","Critics","USA","2015","Best Film","2015-01-06","A Most Violent Year","https://nationalboardofreview.org/galas/2014-awards-gala/"
"National Board of Review","Critics","USA","2016","Best Film","2017-01-04","Manchester by the Sea","https://nationalboardofreview.org/2016/11/national-board-review-announces-2016-award-winners/"
"National Board of Review","Critics","USA","2017","Best Film","2018-01-09","The Post","https://nationalboardofreview.org/2017/11/national-board-review-announces-2017-award-winners/"
"National Board of Review","Critics","USA","2018","Best Film","2019-01-08","Green Book","https://nationalboardofreview.org/2018/11/national-board-review-announces-2018-award-winners/"
"National Board of Review","Critics","USA","2019","Best Film","2019-01-08","Green Book","https://nationalboardofreview.org/2018/11/national-board-review-announces-2018-award-winners/"
"National Board of Review","Critics","USA","2020","Best Film","2020-01-08","The Irishman","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2019"
"National Board of Review","Critics","USA","2021","Best Film","2021-12-02","Licorice Pizza","https://nationalboardofreview.org/award-years/2021/"
"National Board of Review","Critics","USA","2022","Best Film","2022-12-08","Top Gun: Maverick","https://nationalboardofreview.org/2022/12/national-board-of-review-announces-2022-award-winners/"
"National Board of Review","Critics","USA","2023","Best Film","2023-01-08","Top Gun: Maverick","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2022"
"National Board of Review","Critics","USA","2024","Best Film","2024-01-11","Killers of the Flower Moon","https://nationalboardofreview.org/galas/2024-awards-gala/"
"National Board of Review","Critics","USA","2025","Best Film","2025-01-07","Wicked","https://nationalboardofreview.org/2024/12/national-board-of-review-names-2024-honorees/"
"National Board of Review","Critics","USA","2026","Best Film","2026-01-13","One Battle After Another","https://nationalboardofreview.org/2025/12/national-board-of-review-names-2025-honorees/"
"National Board of Review","Critics","USA","2000","Best Director","2000-01-18","Anthony Minghella (The Talented Mr. Ripley)","https://nationalboardofreview.org/award-years/1999/"
"National Board of Review","Critics","USA","2001","Best Director","2002-01-07","Todd Field (In the Bedroom)","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2001"
"National Board of Review","Critics","USA","2002","Best Director","2003-01-14","Phillip Noyce","https://nationalboardofreview.org/award-years/2002/"
"National Board of Review","Critics","USA","2003","Best Director","2004-01-13","Edward Zwick","https://nationalboardofreview.org/award-years/2003/"
"National Board of Review","Critics","USA","2004","Best Director","January 13, 2004","Edward Zwick","https://nationalboardofreview.org/award-years/2003/"
"National Board of Review","Critics","USA","2005","Best Director","2006-01-10","Ang Lee","https://www.screendaily.com/good-night-is-top-choice-for-national-board-of-review/4025479.article"
"National Board of Review","Critics","USA","2006","Best Director","2007-01-09","Martin Scorsese","https://nationalboardofreview.org/award-years/2006/"
"National Board of Review","Critics","USA","2007","Best Director","2007-01-09","Martin Scorsese","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2006"
"National Board of Review","Critics","USA","2008","Best Director","2008-01-15","Tim Burton","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2007"
"National Board of Review","Critics","USA","2009","Best Director","2010-01-12","Clint Eastwood (Invictus)","https://nationalboardofreview.org/award-years/2009/"
"National Board of Review","Critics","USA","2010","Best Director","January 12, 2010","Clint Eastwood","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2009"
"National Board of Review","Critics","USA","2011","Best Director","2012-01-10","Martin Scorsese","https://nationalboardofreview.org/award-years/2011/"
"National Board of Review","Critics","USA","2012","Best Director","2012-01-10","Martin Scorsese","https://nationalboardofreview.org/award-years/2011/"
"National Board of Review","Critics","USA","2013","Best Director","2014-01-07","Spike Jonze","https://nationalboardofreview.org/2013/12/national-board-review-announces-2013-award-winners/"
"National Board of Review","Critics","USA","2014","Best Director","2014-01-07","Spike Jonze (for 'Her')","https://nationalboardofreview.org/award-years/2013/"
"National Board of Review","Critics","USA","2015","Best Director","2016-01-05","Ridley Scott (The Martian)","https://nationalboardofreview.org/2015/12/national-board-of-review-announces-2015-award-winners/"
"National Board of Review","Critics","USA","2016","Best Director","2016-01-05","Ridley Scott (The Martian)","https://nationalboardofreview.org/2015/12/national-board-of-review-announces-2015-award-winners/"
"National Board of Review","Critics","USA","2017","Best Director","2018-01-09","Greta Gerwig","https://nationalboardofreview.org/2017/11/national-board-review-announces-2017-award-winners/"
"National Board of Review","Critics","USA","2018","Best Director","2018-01-09","Greta Gerwig","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2017"
"National Board of Review","Critics","USA","2019","Best Director","2020-01-08","Quentin Tarantino (Once Upon a Time... In Hollywood)","https://nationalboardofreview.org/galas/2019-awards-gala/"
"National Board of Review","Critics","USA","2020","Best Director","2020-01-08","Quentin Tarantino","https://nationalboardofreview.org/2019/12/national-board-of-review-announces-2019-award-winners/"
"National Board of Review","Critics","USA","2021","Best Director","2022-03-15","Paul Thomas Anderson","https://nationalboardofreview.org/2021/12/national-board-of-review-announces-2021-award-winners/"
"National Board of Review","Critics","USA","2022","Best Director","2022-03-15","Paul Thomas Anderson","https://nationalboardofreview.org/2022/01/the-national-board-of-review-will-host-awards-gala-on-tuesday-march-15-2022/"
"National Board of Review","Critics","USA","2023","Best Director","January 8, 2023","Steven Spielberg","https://nationalboardofreview.org/2022/12/national-board-of-review-announces-2022-award-winners/"
"National Board of Review","Critics","USA","2024","Best Director","2025-01-07","Jon M. Chu","https://nationalboardofreview.org/2024/12/national-board-of-review-names-2024-honorees/"
"National Board of Review","Critics","USA","2025","Best Director","2026-01-13","Paul Thomas Anderson","https://nationalboardofreview.org/2025/12/national-board-of-review-names-2025-honorees/"
"National Board of Review","Critics","USA","2026","Best Director","2026-01-13","Paul Thomas Anderson","https://nationalboardofreview.org/2025/12/national-board-of-review-names-2025-honorees/"
"National Board of Review","Critics","USA","2000","Best Actor","January 18, 2000","Russell Crowe","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_1999"
"National Board of Review","Critics","USA","2001","Best Actor","2001-01-16","Javier Bardem","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2000"
"National Board of Review","Critics","USA","2002","Best Actor","2003-01-14","Campbell Scott","https://nationalboardofreview.org/award-years/2002/"
"National Board of Review","Critics","USA","2003","Best Actor","2003-01-14","Campbell Scott","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2002"
"National Board of Review","Critics","USA","2004","Best Actor","2005-01-11","Jamie Foxx","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2004"
"National Board of Review","Critics","USA","2005","Best Actor","2006-01-10","Philip Seymour Hoffman","https://nationalboardofreview.org/award-years/2005/"
"National Board of Review","Critics","USA","2006","Best Actor","2006-01-10","Philip Seymour Hoffman","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2005"
"National Board of Review","Critics","USA","2007","Best Actor","2008-01-15","George Clooney","https://nationalboardofreview.org/award-years/2007/"
"National Board of Review","Critics","USA","2008","Best Actor","2009-01-14","Clint Eastwood","https://nationalboardofreview.org/galas/2008-awards-gala/"
"National Board of Review","Critics","USA","2009","Best Actor","2009-01-12","Clint Eastwood","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2008"
"National Board of Review","Critics","USA","2010","Best Actor","2011-01-11","Jesse Eisenberg","https://nationalboardofreview.org/award-years/2010/"
"National Board of Review","Critics","USA","2011","Best Actor","2011-01-11","Jesse Eisenberg","https://www.imdb.com/event/ev0000464/2010/1/"
"National Board of Review","Critics","USA","2012","Best Actor","2012-01-10","George Clooney","https://nationalboardofreview.org/award-years/2011/"
"National Board of Review","Critics","USA","2013","Best Actor","2014-01-07","Bruce Dern","https://nationalboardofreview.org/2013/12/national-board-review-announces-2013-award-winners/"
"National Board of Review","Critics","USA","2014","Best Actor","2015-01-06","Oscar Isaac (A Most Violent Year) and Michael Keaton (Birdman) (tie)","https://nationalboardofreview.org/2014/12/national-board-review-announces-2014-award-winners/"
"National Board of Review","Critics","USA","2015","Best Actor","2015-01-06","Oscar Isaac and Michael Keaton (tie)","https://nationalboardofreview.org/award-years/2014/"
"National Board of Review","Critics","USA","2016","Best Actor","2016-01-05","Matt Damon","https://nationalboardofreview.org/award-years/2015/"
"National Board of Review","Critics","USA","2017","Best Actor","2017-11-28","Tom Hanks","https://nationalboardofreview.org/award-years/2017/"
"National Board of Review","Critics","USA","2018","Best Actor","2018-01-09","Tom Hanks","https://nationalboardofreview.org/2017/11/national-board-review-announces-2017-award-winners/"
"National Board of Review","Critics","USA","2019","Best Actor","2020-01-08","Adam Sandler","https://nationalboardofreview.org/galas/2019-awards-gala/"
"National Board of Review","Critics","USA","2020","Best Actor","2020-01-08","Adam Sandler","https://nationalboardofreview.org/2019/03/the-national-board-of-review-sets-annual-awards-gala-for-wednesday-january-8-2020/"
"National Board of Review","Critics","USA","2021","Best Actor","2021-01-26","Riz Ahmed","https://nationalboardofreview.org/award-years/2020/"
"National Board of Review","Critics","USA","2022","Best Actor","2022-03-15","Will Smith","https://nationalboardofreview.org/2022/01/the-national-board-of-review-will-host-awards-gala-on-tuesday-march-15-2022/"
"National Board of Review","Critics","USA","2023","Best Actor","2023-01-08","Colin Farrell","https://www.hollywoodreporter.com/movies/movie-news/2023-national-board-of-review-winners-list-1235714873/"
"National Board of Review","Critics","USA","2024","Best Actor","2024-01-11","Paul Giamatti (The Holdovers)","https://nationalboardofreview.org/2023/12/national-board-of-review-announces-2023-award-winners/"
"National Board of Review","Critics","USA","2025","Best Actor","2025-01-07","Daniel Craig","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2024"
"National Board of Review","Critics","USA","2026","Best Actor","2026-01-13","Leonardo DiCaprio","https://nationalboardofreview.org/2025/12/national-board-of-review-names-2025-honorees/"
"National Board of Review","Critics","USA","2000","Best Actress","2001-01-16","Julia Roberts","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2000"
"National Board of Review","Critics","USA","2001","Best Actress","2002-01-07","Halle Berry","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2001"
"National Board of Review","Critics","USA","2002","Best Actress","2002-01-07","Halle Berry","https://nationalboardofreview.org/award-years/2001/"
"National Board of Review","Critics","USA","2003","Best Actress","January 14, 2003","Julianne Moore","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2002"
"National Board of Review","Critics","USA","2004","Best Actress","2004-01-13","Diane Keaton","https://nationalboardofreview.org/award-years/2003/"
"National Board of Review","Critics","USA","2005","Best Actress","January 10, 2006","Felicity Huffman","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2005"
"National Board of Review","Critics","USA","2006","Best Actress","2007-01-09","Helen Mirren","https://nationalboardofreview.org/award-years/2006/"
"National Board of Review","Critics","USA","2007","Best Actress","2007-01-09","Helen Mirren","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2006"
"National Board of Review","Critics","USA","2008","Best Actress","January 15, 2008","Julie Christie","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2007"
"National Board of Review","Critics","USA","2009","Best Actress","2010-01-12","Carey Mulligan","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2009"
"National Board of Review","Critics","USA","2010","Best Actress","2011-01-11","Lesley Manville","https://nationalboardofreview.org/award-years/2010/"
"National Board of Review","Critics","USA","2011","Best Actress","2012-01-10","Tilda Swinton","https://nationalboardofreview.org/award-years/2011/"
"National Board of Review","Critics","USA","2012","Best Actress","2012-01-10","Tilda Swinton (We Need to Talk About Kevin)","https://nationalboardofreview.org/award-years/2011/"
"National Board of Review","Critics","USA","2013","Best Actress","2013-01-08","Jessica Chastain","https://nationalboardofreview.org/award-years/2012/"
"National Board of Review","Critics","USA","2014","Best Actress","2015-01-06","Julianne Moore","https://nationalboardofreview.org/2014/12/national-board-review-announces-2014-award-winners/"
"National Board of Review","Critics","USA","2015","Best Actress","2015-01-06","Julianne Moore","https://hamptons.com/chris-rock-clint-eastwood-julianne-moore-and-a-most-violent-year-honored-during-national-board-of-review-gala/"
"National Board of Review","Critics","USA","2016","Best Actress","2016-01-05","Brie Larson","https://www.hollywoodreporter.com/movies/movie-news/national-board-review-announces-dates-789264/"
"National Board of Review","Critics","USA","2017","Best Actress","2018-01-09","Meryl Streep","https://nationalboardofreview.org/2017/11/national-board-review-announces-2017-award-winners/"
"National Board of Review","Critics","USA","2018","Best Actress","2018-01-09","Meryl Streep","https://www.hollywoodreporter.com/news/general-news/national-board-review-2017-winners-1062158/"
"National Board of Review","Critics","USA","2019","Best Actress","2019-01-08","Lady Gaga","https://deadline.com/2018/11/national-board-of-review-2019-winners-green-book-a-star-is-born-1202509666/"
"National Board of Review","Critics","USA","2020","Best Actress","2020-01-08","Renée Zellweger","https://nationalboardofreview.org/galas/2019-awards-gala/"
"National Board of Review","Critics","USA","2021","Best Actress","2021-12-02","Rachel Zegler","https://nationalboardofreview.org/2021/12/national-board-of-review-announces-2021-award-winners/"
"National Board of Review","Critics","USA","2022","Best Actress","December 8, 2022","Michelle Yeoh","https://nationalboardofreview.org/2022/12/national-board-of-review-announces-2022-award-winners/"
"National Board of Review","Critics","USA","2023","Best Actress","2023-01-08","Michelle Yeoh","https://nationalboardofreview.org/2022/12/national-board-of-review-announces-2022-award-winners/"
"National Board of Review","Critics","USA","2024","Best Actress","2024-12-04","Nicole Kidman","https://nationalboardofreview.org/2024/12/national-board-of-review-names-2024-honorees/"
"National Board of Review","Critics","USA","2025","Best Actress","2025-01-07","Nicole Kidman","https://nationalboardofreview.org/2024/12/national-board-of-review-names-2024-honorees/"
"National Board of Review","Critics","USA","2026","Best Actress","2026-01-13","Rose Byrne","https://variety.com/2026/awards/news/national-board-of-review-awards-leonardo-dicaprio-ryan-coogler-1236631060/"
"National Board of Review","Critics","USA","2000","Best Supporting Actor","2001-01-16","Joaquin Phoenix","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2000"
"National Board of Review","Critics","USA","2001","Best Supporting Actor","2001-01-16","Joaquin Phoenix","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2000"
"National Board of Review","Critics","USA","2002","Best Supporting Actor","2002-01-07","Jim Broadbent","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2001"
"National Board of Review","Critics","USA","2003","Best Supporting Actor","2003-12-03","Alec Baldwin","https://nationalboardofreview.org/award-years/2003/"
"National Board of Review","Critics","USA","2004","Best Supporting Actor","2004-01-13","Alec Baldwin (The Cooler)","https://nationalboardofreview.org/award-years/2003/"
"National Board of Review","Critics","USA","2005","Best Supporting Actor","2005-01-11","Thomas Haden Church","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2004"
"National Board of Review","Critics","USA","2006","Best Supporting Actor","2006-01-10","Jake Gyllenhaal","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2005"
"National Board of Review","Critics","USA","2007","Best Supporting Actor","2007-01-09","Djimon Hounsou","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2006"
"National Board of Review","Critics","USA","2008","Best Supporting Actor","2009-01-12","Josh Brolin","https://nationalboardofreview.org/award-years/2008/"
"National Board of Review","Critics","USA","2009","Best Supporting Actor","2009-01-14","Josh Brolin","https://nationalboardofreview.org/award-years/2008/"
"National Board of Review","Critics","USA","2010","Best Supporting Actor","January 12, 2010","Woody Harrelson","https://nationalboardofreview.org/award-years/2009/"
"National Board of Review","Critics","USA","2011","Best Supporting Actor","2011-01-11","Christian Bale","https://nationalboardofreview.org/award-years/2010/"
"National Board of Review","Critics","USA","2012","Best Supporting Actor","2013-01-08","Leonardo DiCaprio (Django Unchained)","https://nationalboardofreview.org/galas/2012-awards-gala/"
"National Board of Review","Critics","USA","2013","Best Supporting Actor","January 8, 2013","Leonardo DiCaprio","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2012"
"National Board of Review","Critics","USA","2014","Best Supporting Actor","2014-01-07","Will Forte (Nebraska)","https://nationalboardofreview.org/award-years/2013/"
"National Board of Review","Critics","USA","2015","Best Supporting Actor","2015-01-06","Edward Norton","https://nationalboardofreview.org/galas/2014-awards-gala/the-national-board-of-review-gala-honoring-2014-winners-awards-ceremony-and-backstage-8/"
"National Board of Review","Critics","USA","2016","Best Supporting Actor","2017-01-04","Jeff Bridges","https://nationalboardofreview.org/award-years/2016/"
"National Board of Review","Critics","USA","2017","Best Supporting Actor","2018-01-04","Willem Dafoe","https://nationalboardofreview.org/award-years/2017/"
"National Board of Review","Critics","USA","2018","Best Supporting Actor","January 8, 2019","Sam Elliott","https://nationalboardofreview.org/2018/11/national-board-review-announces-2018-award-winners/"
"National Board of Review","Critics","USA","2019","Best Supporting Actor","2019-01-08","Sam Elliott","https://nationalboardofreview.org/2018/11/national-board-review-announces-2018-award-winners/"
"National Board of Review","Critics","USA","2020","Best Supporting Actor","2021-01-26","Paul Raci","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2020"
"National Board of Review","Critics","USA","2021","Best Supporting Actor","2022-03-15","Ciarán Hinds","https://nationalboardofreview.org/2021/12/national-board-of-review-announces-2021-award-winners/"
"National Board of Review","Critics","USA","2022","Best Supporting Actor","2022-03-15","Ciarán Hinds","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2021"
"National Board of Review","Critics","USA","2023","Best Supporting Actor","2023-01-08","Brendan Gleeson","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2022"
"National Board of Review","Critics","USA","2024","Best Supporting Actor","2024-01-11","Mark Ruffalo","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2023"
"National Board of Review","Critics","USA","2025","Best Supporting Actor","2025-01-07","Kieran Culkin","https://nationalboardofreview.org/2024/12/national-board-of-review-names-2024-honorees/"
"National Board of Review","Critics","USA","2026","Best Supporting Actor","2026-01-13","Benicio Del Toro","https://variety.com/2026/awards/news/national-board-of-review-awards-leonardo-dicaprio-ryan-coogler-1236631060/"
"National Board of Review","Critics","USA","2000","Best Supporting Actress","2000-01-18","Julianne Moore","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_1999"
"National Board of Review","Critics","USA","2001","Best Supporting Actress","2002-01-07","Cate Blanchett","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2001"
"National Board of Review","Critics","USA","2002","Best Supporting Actress","2002-01-07","Cate Blanchett","https://nationalboardofreview.org/award-years/2001/"
"National Board of Review","Critics","USA","2003","Best Supporting Actress","2004-01-13","Patricia Clarkson","https://nationalboardofreview.org/award-years/2003/"
"National Board of Review","Critics","USA","2004","Best Supporting Actress","January 11, 2005","Laura Linney","https://nationalboardofreview.org/award-years/2004/"
"National Board of Review","Critics","USA","2005","Best Supporting Actress","2006-01-10","Gong Li","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2005"
"National Board of Review","Critics","USA","2006","Best Supporting Actress","2006-01-10","Gong Li","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2005"
"National Board of Review","Critics","USA","2007","Best Supporting Actress","2008-01-15","Amy Ryan","https://nationalboardofreview.org/award-names/best-supporting-actress/"
"National Board of Review","Critics","USA","2008","Best Supporting Actress","2009-01-14","Penélope Cruz","https://nationalboardofreview.org/award-years/2008/"
"National Board of Review","Critics","USA","2009","Best Supporting Actress","2009-01-14","Penélope Cruz","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2008"
"National Board of Review","Critics","USA","2010","Best Supporting Actress","2011-01-11","Jacki Weaver","https://nationalboardofreview.org/award-years/2010/"
"National Board of Review","Critics","USA","2011","Best Supporting Actress","2012-01-10","Shailene Woodley","https://nationalboardofreview.org/award-years/2011/"
"National Board of Review","Critics","USA","2012","Best Supporting Actress","2013-01-08","Ann Dowd","https://nationalboardofreview.org/award-years/2012/"
"National Board of Review","Critics","USA","2013","Best Supporting Actress","2013-01-08","Ann Dowd","https://nationalboardofreview.org/award-years/2012/"
"National Board of Review","Critics","USA","2014","Best Supporting Actress","2015-01-06","Jessica Chastain","https://nationalboardofreview.org/galas/2014-awards-gala/"
"National Board of Review","Critics","USA","2015","Best Supporting Actress","2016-01-05","Jennifer Jason Leigh","https://nationalboardofreview.org/2015/12/national-board-of-review-announces-2015-award-winners/"
"National Board of Review","Critics","USA","2016","Best Supporting Actress","2016-01-05","Jennifer Jason Leigh","https://nationalboardofreview.org/galas/2015-awards-gala/"
"National Board of Review","Critics","USA","2017","Best Supporting Actress","2017-01-04","Naomie Harris","https://nationalboardofreview.org/galas/2016-awards-gala/"
"National Board of Review","Critics","USA","2018","Best Supporting Actress","2018-01-09","Laurie Metcalf","https://nationalboardofreview.org/2017/11/national-board-review-announces-2017-award-winners/"
"National Board of Review","Critics","USA","2019","Best Supporting Actress","2019-01-08","Regina King","https://nationalboardofreview.org/galas/2018-awards-gala/"
"National Board of Review","Critics","USA","2020","Best Supporting Actress","2021-01-26","Youn Yuh-jung","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2020"
"National Board of Review","Critics","USA","2021","Best Supporting Actress","2021-12-02","Aunjanue Ellis-Taylor","https://nationalboardofreview.org/award-years/2021/"
"National Board of Review","Critics","USA","2022","Best Supporting Actress","2023-01-08","Janelle Monáe","https://nationalboardofreview.org/galas/2022-awards-gala/"
"National Board of Review","Critics","USA","2023","Best Supporting Actress","2023-01-08","Janelle Monáe","https://nationalboardofreview.org/2022/12/national-board-of-review-announces-2022-award-winners/"
"National Board of Review","Critics","USA","2024","Best Supporting Actress","January 11, 2024","Da'Vine Joy Randolph","https://nationalboardofreview.org/2023/09/the-national-board-of-review-to-host-annual-awards-gala-thursday-january-11th-2024-in-new-york-city/"
"National Board of Review","Critics","USA","2025","Best Supporting Actress","2025-01-07","Elle Fanning","https://nationalboardofreview.org/2024/12/national-board-of-review-names-2024-honorees/"
"National Board of Review","Critics","USA","2026","Best Supporting Actress","January 13, 2026","Inga Ibsdotter Lilleaas","https://variety.com/2026/awards/news/national-board-of-review-awards-leonardo-dicaprio-ryan-coogler-1236631060/"
"National Board of Review","Critics","USA","2000","Outstanding Achievement in Cinematography","2001-01-16","","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2000"
"National Board of Review","Critics","USA","2001","Outstanding Achievement in Cinematography","2001-01-16","","https://nationalboardofreview.org/award-years/2001/"
"National Board of Review","Critics","USA","2002","Outstanding Achievement in Cinematography","2003-01-14","Conrad Hall","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2002"
"National Board of Review","Critics","USA","2003","Outstanding Achievement in Cinematography","2003-12-03","John Toll (Career Achievement in Cinematography)","https://nationalboardofreview.org/award-years/2003/"
"National Board of Review","Critics","USA","2004","Outstanding Achievement in Cinematography","2005-01-11","Caleb Deschanel (Career Achievement - Cinematography)","https://nationalboardofreview.org/award-years/2004/"
"National Board of Review","Critics","USA","2005","Outstanding Achievement in Cinematography","2005-01-11","None","https://nationalboardofreview.org/award-years/2004/"
"National Board of Review","Critics","USA","2006","Outstanding Achievement in Cinematography","","",""
"National Board of Review","Critics","USA","2007","Outstanding Achievement in Cinematography","","",""
"National Board of Review","Critics","USA","2008","Outstanding Achievement in Cinematography","","",""
"National Board of Review","Critics","USA","2009","Outstanding Achievement in Cinematography","","",""
"National Board of Review","Critics","USA","2010","Outstanding Achievement in Cinematography","2010-01-12","","https://nationalboardofreview.org/award-years/2010/"
"National Board of Review","Critics","USA","2011","Outstanding Achievement in Cinematography","","",""
"National Board of Review","Critics","USA","2012","Outstanding Achievement in Cinematography","","",""
"National Board of Review","Critics","USA","2013","Outstanding Achievement in Cinematography","","",""
"National Board of Review","Critics","USA","2014","Outstanding Achievement in Cinematography","2015-01-06","","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2014"
"National Board of Review","Critics","USA","2015","Outstanding Achievement in Cinematography","","",""
"National Board of Review","Critics","USA","2016","Outstanding Achievement in Cinematography","","",""
"National Board of Review","Critics","USA","2017","Outstanding Achievement in Cinematography","","",""
"National Board of Review","Critics","USA","2018","Outstanding Achievement in Cinematography","","",""
"National Board of Review","Critics","USA","2019","Outstanding Achievement in Cinematography","2020-01-08","Roger Deakins, 1917","https://nationalboardofreview.org/award-years/2019/"
"National Board of Review","Critics","USA","2020","Outstanding Achievement in Cinematography","2020-01-08","Roger Deakins (1917)","https://nationalboardofreview.org/2019/12/national-board-of-review-announces-2019-award-winners/"
"National Board of Review","Critics","USA","2021","Outstanding Achievement in Cinematography","January 26, 2021","Joshua James Richards (Nomadland)","https://nationalboardofreview.org/award-years/2020/"
"National Board of Review","Critics","USA","2022","Outstanding Achievement in Cinematography","2022-03-15","Bruno Delbonnel (The Tragedy of Macbeth)","https://nationalboardofreview.org/galas/2021-awards-gala/"
"National Board of Review","Critics","USA","2023","Outstanding Achievement in Cinematography","2023-01-08","Claudio Miranda (Top Gun: Maverick)","https://nationalboardofreview.org/2022/12/national-board-of-review-announces-2022-award-winners/"
"National Board of Review","Critics","USA","2024","Outstanding Achievement in Cinematography","2024-01-11","Rodrigo Prieto (Barbie and Killers of the Flower Moon)","https://nationalboardofreview.org/2023/12/national-board-of-review-names-2023-honorees/"
"National Board of Review","Critics","USA","2025","Outstanding Achievement in Cinematography","January 7, 2025","Jarin Blaschke (Nosferatu)","https://nationalboardofreview.org/2024/12/national-board-of-review-names-2024-honorees/"
"National Board of Review","Critics","USA","2026","Outstanding Achievement in Cinematography","2026-01-13","Autumn Durald Arkapaw (Sinners)","https://variety.com/2026/awards/news/national-board-of-review-awards-leonardo-dicaprio-ryan-coogler-1236631060/"
"National Board of Review","Critics","USA","2000","Best Film Editing","2001-01-16","","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2000"
"National Board of Review","Critics","USA","2001","Best Film Editing","","",""
"National Board of Review","Critics","USA","2002","Best Film Editing","","",""
"National Board of Review","Critics","USA","2003","Best Film Editing","","",""
"National Board of Review","Critics","USA","2004","Best Film Editing","","",""
"National Board of Review","Critics","USA","2005","Best Film Editing","","","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2005"
"National Board of Review","Critics","USA","2006","Best Film Editing","January 9, 2007","","https://nationalboardofreview.org/award-years/2006/"
"National Board of Review","Critics","USA","2007","Best Film Editing","","",""
"National Board of Review","Critics","USA","2008","Best Film Editing","","",""
"National Board of Review","Critics","USA","2009","Best Film Editing","","",""
"National Board of Review","Critics","USA","2010","Best Film Editing","","",""
"National Board of Review","Critics","USA","2011","Best Film Editing","","",""
"National Board of Review","Critics","USA","2012","Best Film Editing","","",""
"National Board of Review","Critics","USA","2013","Best Film Editing","","",""
"National Board of Review","Critics","USA","2014","Best Film Editing","2014-01-07","","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2014"
"National Board of Review","Critics","USA","2015","Best Film Editing","","",""
"National Board of Review","Critics","USA","2016","Best Film Editing","","",""
"National Board of Review","Critics","USA","2017","Best Film Editing","","",""
"National Board of Review","Critics","USA","2018","Best Film Editing","","",""
"National Board of Review","Critics","USA","2019","Best Film Editing","","",""
"National Board of Review","Critics","USA","2020","Best Film Editing","2021-01-26","","https://nationalboardofreview.org/award-years/2020/"
"National Board of Review","Critics","USA","2021","Best Film Editing","2021-12-02","","https://nationalboardofreview.org/award-years/2021/"
"National Board of Review","Critics","USA","2022","Best Film Editing","","",""
"National Board of Review","Critics","USA","2023","Best Film Editing","","",""
"National Board of Review","Critics","USA","2024","Best Film Editing","","","https://nationalboardofreview.org/2024/12/national-board-of-review-names-2024-honorees/"
"National Board of Review","Critics","USA","2025","Best Film Editing","","",""
"National Board of Review","Critics","USA","2026","Best Film Editing","","",""
"National Board of Review","Critics","USA","2000","Best Adapted Screenplay","2001-01-16","Ted Tally (for All the Pretty Horses)","https://en.wikipedia.org/wiki/National_Board_of_Review_Awards_2000"
"National Board of Review","Critics","USA","2001","Best Adapted Screenplay","","",""
