"Award","Type","Country","Year of award ceremony","Category","date_awarded","winner","source"
"Oscars","Industry","USA","2007","Best Production Design","2007-02-25","Pan's Labyrinth (Art Direction: Eugenio Caballero; Set Decoration: Pilar Revuelta)","https://www.oscars.org/oscars/ceremonies/2007"
"Oscars","Industry","USA","2008","Best Production Design","2008-02-24","Sweeney Todd The Demon Barber of Fleet Street","https://www.oscars.org/oscars/ceremonies/2008"
"Oscars","Industry","USA","2009","Best Production Design","2009-02-22","The Curious Case of Benjamin Button: Donald Graham Burt (Art Direction); Victor J. Zolfo (Set Decoration)","https://www.oscars.org/oscars/ceremonies/2009"
"Oscars","Industry","USA","2010","Best Production Design","2010-03-07","Avatar (Rick Carter, Robert Stromberg, Kim Sinclair)","https://www.oscars.org/oscars/ceremonies/2010"
"Oscars","Industry","USA","2011","Best Production Design","2011-02-27","Alice in Wonderland (Robert Stromberg and Karen O'Hara)","https://www.oscars.org/oscars/ceremonies/2011"
"Oscars","Industry","USA","2012","Best Production Design","2012-02-26","Hugo (Dante Ferretti and Francesca Lo Schiavo)","https://www.oscars.org/oscars/ceremonies/2012"
"Oscars","Industry","USA","2013","Best Production Design","2013-02-24","Lincoln (Rick Carter and Jim Erickson)","https://www.oscars.org/oscars/ceremonies/2013"
"Oscars","Industry","USA","2014","Best Production Design","2014-03-02","The Great Gatsby (Catherine Martin and Beverley Dunn)","https://www.oscars.org/oscars/ceremonies/2014"
"Oscars","Industry","USA","2015","Best Production Design","2015-02-22","The Grand Budapest Hotel","https://www.oscars.org/oscars/ceremonies/2015"
"Oscars","Industry","USA","2016","Best Production Design","2016-02-28","Mad Max: Fury Road (Colin Gibson and Lisa Thompson)","https://www.oscars.org/oscars/ceremonies/2016"
"Oscars","Industry","USA","2017","Best Production Design","2017-02-26","La La Land (Production Design: David Wasco; Set Decoration: Sandy Reynolds-Wasco)","https://www.oscars.org/oscars/ceremonies/2017"
"Oscars","Industry","USA","2018","Best Production Design","2018-03-04","The Shape of Water (Production Design: Paul Denham Austerberry; Set Decoration: Shane Vieau and Jeffrey A. Melvin)","https://www.oscars.org/oscars/ceremonies/2018"
"Oscars","Industry","USA","2019","Best Production Design","2019-02-24","Black Panther (Production Design: Hannah Beachler; Set Decoration: Jay Hart)","https://www.oscars.org/oscars/ceremonies/2019"
"Oscars","Industry","USA","2020","Best Production Design","2020-02-09","Once upon a Time...in Hollywood (Production Design: Barbara Ling; Set Decoration: Nancy Haigh)","https://www.oscars.org/oscars/ceremonies/2020"
"Oscars","Industry","USA","2021","Best Production Design","2021-04-25","Mank (Production Design: Donald Graham Burt; Set Decoration: Jan Pascale)","https://www.oscars.org/oscars/ceremonies/2021"
"Oscars","Industry","USA","2022","Best Production Design","2022-03-27","Dune (Patrice Vermette and Zsuzsanna Sipos)","https://www.oscars.org/oscars/ceremonies/2022"
"Oscars","Industry","USA","2023","Best Production Design","2023-03-12","All Quiet on the Western Front (Christian M. Goldbeck and Ernestine Hipper)","https://www.oscars.org/oscars/ceremonies/2023"
"Oscars","Industry","USA","2024","Best Production Design","2024-03-10","Poor Things (James Price, Shona Heath, and Zsuzsa Mihalek)","https://www.oscars.org/oscars/ceremonies/2024"
"Oscars","Industry","USA","2025","Best Production Design","2025-03-02","Wicked (Nathan Crowley and Lee Sandales)","https://www.oscars.org/oscars/ceremonies/2025"
"Oscars","Industry","USA","2026","Best Production Design","","",""
"Oscars","Industry","USA","2000","Best Sound","2000-03-26","The Matrix","https://www.oscars.org/oscars/ceremonies/2000"
"Oscars","Industry","USA","2001","Best Sound","2001-03-25","Gladiator (Scott Millan, Bob Beemer, and Ken Weston)","https://www.oscars.org/oscars/ceremonies/2001"
"Oscars","Industry","USA","2002","Best Sound","2002-03-24","Black Hawk Down (Michael Minkler, Myron Nettinga, Chris Munro)","https://www.oscars.org/oscars/ceremonies/2002"
"Oscars","Industry","USA","2003","Best Sound","2003-03-23","Michael Minkler, Dominick Tavella, and David Lee (Chicago)","https://www.oscars.org/oscars/ceremonies/2003"
"Oscars","Industry","USA","2004","Best Sound","2004-02-29","The Lord of the Rings: The Return of the King (Christopher Boyes, Michael Semanick, Michael Hedges and Hammond Peek)","https://www.oscars.org/oscars/ceremonies/2004"
"Oscars","Industry","USA","2005","Best Sound","2005-02-27","Ray (Scott Millan, Greg Orloff, Bob Beemer and Steve Cantamessa)","https://www.oscars.org/oscars/ceremonies/2005"
"Oscars","Industry","USA","2006","Best Sound","2006-03-05","King Kong (Christopher Boyes, Michael Semanick, Michael Hedges, Hammond Peek, Mike Hopkins, and Ethan Van der Ryn)","https://www.oscars.org/oscars/ceremonies/2006"
"Oscars","Industry","USA","2007","Best Sound","2007-02-25","Sound Editing: Letters from Iwo Jima; Sound Mixing: Dreamgirls","https://www.oscars.org/oscars/ceremonies/2007"
"Oscars","Industry","USA","2008","Best Sound","2008-02-24","The Bourne Ultimatum (Sound Editing and Sound Mixing)","https://www.oscars.org/oscars/ceremonies/2008"
"Oscars","Industry","USA","2009","Best Sound","2009-02-22","Sound Mixing: Slumdog Millionaire; Sound Editing: The Dark Knight","https://www.oscars.org/oscars/ceremonies/2009"
"Oscars","Industry","USA","2010","Best Sound","2010-03-07","The Hurt Locker","https://www.oscars.org/oscars/ceremonies/2010"
"Oscars","Industry","USA","2011","Best Sound","2011-02-27","Inception (Richard King for Sound Editing; Lora Hirschberg, Gary A. Rizzo, and Ed Novick for Sound Mixing)","https://www.oscars.org/oscars/ceremonies/2011"
"Oscars","Industry","USA","2012","Best Sound","2012-02-26","Hugo","https://www.oscars.org/oscars/ceremonies/2012"
"Oscars","Industry","USA","2013","Best Sound","2013-02-24","Sound Mixing: Les Misérables (Andy Nelson, Mark Paterson, and Simon Hayes); Sound Editing: Skyfall (Per Hallberg and Karen Baker Landers) and Zero Dark Thirty (Paul N. J. Ottosson) [tie]","https://www.oscars.org/oscars/ceremonies/2013"
"Oscars","Industry","USA","2014","Best Sound","2014-03-02","Gravity","https://www.oscars.org/oscars/ceremonies/2014"
"Oscars","Industry","USA","2015","Best Sound","2015-02-22","Best Sound Mixing: Whiplash; Best Sound Editing: American Sniper","https://www.oscars.org/oscars/ceremonies/2015"
"Oscars","Industry","USA","2016","Best Sound","2016-02-28","Mad Max: Fury Road (Chris Jenkins, Gregg Rudloff and Ben Osmo for Sound Mixing; Mark Mangini and David White for Sound Editing)","https://www.oscars.org/oscars/ceremonies/2016"
"Oscars","Industry","USA","2017","Best Sound","2017-02-26","Sound Mixing: Kevin O'Connell, Andy Wright, Robert Mackenzie and Peter Grace (Hacksaw Ridge); Sound Editing: Sylvain Bellemare (Arrival)","https://www.oscars.org/oscars/ceremonies/2017"
"Oscars","Industry","USA","2018","Best Sound","2018-03-04","Dunkirk (Sound Editing: Richard King and Alex Gibson; Sound Mixing: Gregg Landaker, Gary A. Rizzo and Mark Weingarten)","https://www.oscars.org/oscars/ceremonies/2018"
"Oscars","Industry","USA","2019","Best Sound","2019-02-24","Bohemian Rhapsody (Best Sound Editing: John Warhurst and Nina Hartstone; Best Sound Mixing: Paul Massey, Tim Cavagin, and John Casali)","https://www.oscars.org/oscars/ceremonies/2019/O"
"Oscars","Industry","USA","2020","Best Sound","","",""
"Oscars","Industry","USA","2021","Best Sound","2021-04-25","Sound of Metal (Nicolas Becker, Jaime Baksht, Michelle Couttolenc, Carlos Cortés and Phillip Bladh)","https://www.oscars.org/oscars/ceremonies/2021"
"Oscars","Industry","USA","2022","Best Sound","2022-03-27","Dune (Mac Ruth, Mark Mangini, Theo Green, Doug Hemphill and Ron Bartlett)","https://www.oscars.org/oscars/ceremonies/2022"
"Oscars","Industry","USA","2023","Best Sound","2023-03-12","Top Gun: Maverick","https://www.oscars.org/oscars/ceremonies/2023"
"Oscars","Industry","USA","2024","Best Sound","2024-03-10","The Zone of Interest (Tarn Willers and Johnnie Burn)","https://www.oscars.org/oscars/ceremonies/2024"
"Oscars","Industry","USA","2025","Best Sound","2025-03-02","Dune: Part Two (Gareth John, Richard King, Ron Bartlett and Doug Hemphill)","https://www.oscars.org/oscars/ceremonies/2025"
"Oscars","Industry","USA","2026","Best Sound","","","https://www.oscars.org/oscars/ceremonies/2026"
"Oscars","Industry","USA","2000","Best Animated Feature Film","","",""
"Oscars","Industry","USA","2001","Best Animated Feature Film","","",""
"Oscars","Industry","USA","2002","Best Animated Feature Film","2002-03-24","Shrek","https://www.oscars.org/oscars/ceremonies/2002"
"Oscars","Industry","USA","2003","Best Animated Feature Film","2003-03-23","Spirited Away","https://www.oscars.org/oscars/ceremonies/2003"
"Oscars","Industry","USA","2004","Best Animated Feature Film","2004-02-29","Finding Nemo","https://www.oscars.org/oscars/ceremonies/2004"
"Oscars","Industry","USA","2005","Best Animated Feature Film","2005-02-27","The Incredibles","https://www.oscars.org/oscars/ceremonies/2005"
"Oscars","Industry","USA","2006","Best Animated Feature Film","2006-03-05","Wallace & Gromit in The Curse of the Were-Rabbit","https://www.oscars.org/oscars/ceremonies/2006"
"Oscars","Industry","USA","2007","Best Animated Feature Film","2007-02-25","Happy Feet","https://www.oscars.org/oscars/ceremonies/2007"
"Oscars","Industry","USA","2008","Best Animated Feature Film","2008-02-24","Ratatouille","https://www.oscars.org/oscars/ceremonies/2008"
"Oscars","Industry","USA","2009","Best Animated Feature Film","2009-02-22","WALL-E","https://www.oscars.org/oscars/ceremonies/2009"
"Oscars","Industry","USA","2010","Best Animated Feature Film","2010-03-07","Up","https://www.oscars.org/oscars/ceremonies/2010"
"Oscars","Industry","USA","2011","Best Animated Feature Film","2011-02-27","Toy Story 3","https://www.oscars.org/oscars/ceremonies/2011"
"Oscars","Industry","USA","2012","Best Animated Feature Film","2012-02-26","Rango","https://www.oscars.org/oscars/ceremonies/2012"
"Oscars","Industry","USA","2013","Best Animated Feature Film","2013-02-24","Brave","https://www.oscars.org/oscars/ceremonies/2013"
"Oscars","Industry","USA","2014","Best Animated Feature Film","2014-03-02","Frozen","https://www.oscars.org/oscars/ceremonies/2014"
"Oscars","Industry","USA","2015","Best Animated Feature Film","2015-02-22","Big Hero 6","https://www.oscars.org/oscars/ceremonies/2015"
"Oscars","Industry","USA","2016","Best Animated Feature Film","2016-02-28","Inside Out","https://en.wikipedia.org/wiki/88th_Academy_Awards"
"Oscars","Industry","USA","2017","Best Animated Feature Film","2017-02-26","Zootopia","https://www.oscars.org/oscars/ceremonies/2017"
"Oscars","Industry","USA","2018","Best Animated Feature Film","2018-03-04","Coco","https://www.oscars.org/oscars/ceremonies/2018"
"Oscars","Industry","USA","2019","Best Animated Feature Film","2019-02-24","Spider-Man: Into the Spider-Verse","https://www.theguardian.com/film/2019/feb/25/spider-man-into-the-spider-verse-wins-best-animation-oscar"
"Oscars","Industry","USA","2020","Best Animated Feature Film","2020-02-09","Toy Story 4","https://www.oscars.org/oscars/ceremonies/2020"
"Oscars","Industry","USA","2021","Best Animated Feature Film","2021-04-25","Soul","https://www.oscars.org/oscars/ceremonies/2021"
"Oscars","Industry","USA","2022","Best Animated Feature Film","2022-03-27","Encanto","https://www.oscars.org/oscars/ceremonies/2022"
"Oscars","Industry","USA","2023","Best Animated Feature Film","2023-03-12","Guillermo del Toro's Pinocchio","https://www.oscars.org/oscars/ceremonies/2023"
"Oscars","Industry","USA","2024","Best Animated Feature Film","2024-03-10","The Boy and the Heron","https://www.oscars.org/oscars/ceremonies/2024"
"Oscars","Industry","USA","2025","Best Animated Feature Film","2025-03-02","Flow","https://www.oscars.org/oscars/ceremonies/2025"
"Oscars","Industry","USA","2026","Best Animated Feature Film","2026-03-15","","https://www.oscars.org/oscars/ceremonies/2026"
"Oscars","Industry","USA","2000","Best International Feature Film","2000-03-26","All About My Mother","https://www.oscars.org/oscars/ceremonies/2000"
"Oscars","Industry","USA","2001","Best International Feature Film","2001-03-25","Crouching Tiger, Hidden Dragon","https://www.oscars.org/oscars/ceremonies/2001"
"Oscars","Industry","USA","2002","Best International Feature Film","2002-03-24","No Man's Land","https://www.oscars.org/oscars/ceremonies/2002"
"Oscars","Industry","USA","2003","Best International Feature Film","2003-03-23","Nowhere in Africa","https://www.oscars.org/oscars/ceremonies/2003"
"Oscars","Industry","USA","2004","Best International Feature Film","2004-02-29","The Barbarian Invasions (Canada)","https://www.oscars.org/oscars/ceremonies/2004"
"Oscars","Industry","USA","2005","Best International Feature Film","2005-02-27","The Sea Inside","https://www.oscars.org/oscars/ceremonies/2005"
"Oscars","Industry","USA","2006","Best International Feature Film","2006-03-05","Tsotsi","https://www.oscars.org/oscars/ceremonies/2006"
"Oscars","Industry","USA","2007","Best International Feature Film","2007-02-25","The Lives of Others","https://www.oscars.org/oscars/ceremonies/2007"
"Oscars","Industry","USA","2008","Best International Feature Film","2008-02-24","The Counterfeiters","https://www.oscars.org/oscars/ceremonies/2008"
"Oscars","Industry","USA","2009","Best International Feature Film","2009-02-22","Departures","https://www.oscars.org/oscars/ceremonies/2009"
"Oscars","Industry","USA","2010","Best International Feature Film","2010-03-07","The Secret in Their Eyes","https://www.oscars.org/oscars/ceremonies/2010"
"Oscars","Industry","USA","2011","Best International Feature Film","2011-02-27","In a Better World","https://www.oscars.org/oscars/ceremonies/2011"
"Oscars","Industry","USA","2012","Best International Feature Film","2012-02-26","A Separation","https://www.oscars.org/oscars/ceremonies/2012"
"Oscars","Industry","USA","2013","Best International Feature Film","2013-02-24","Amour","https://www.oscars.org/oscars/ceremonies/2013"
"Oscars","Industry","USA","2014","Best International Feature Film","2014-03-02","The Great Beauty","https://www.oscars.org/oscars/ceremonies/2014"
"Oscars","Industry","USA","2015","Best International Feature Film","2015-02-22","Ida","https://www.oscars.org/oscars/ceremonies/2015"
"Oscars","Industry","USA","2016","Best International Feature Film","","",""
"Oscars","Industry","USA","2017","Best International Feature Film","2017-02-26","The Salesman (Iran)","https://www.oscars.org/oscars/ceremonies/2017"
"Oscars","Industry","USA","2018","Best International Feature Film","2018-03-04","A Fantastic Woman","https://www.oscars.org/oscars/ceremonies/2018"
"Oscars","Industry","USA","2019","Best International Feature Film","2019-02-24","Roma","https://www.oscars.org/oscars/ceremonies/2019"
"Oscars","Industry","USA","2020","Best International Feature Film","2020-02-09","Parasite","https://www.oscars.org/oscars/ceremonies/2020"
"Oscars","Industry","USA","2021","Best International Feature Film","2021-04-25","Another Round","https://en.wikipedia.org/wiki/93rd_Academy_Awards"
"Oscars","Industry","USA","2022","Best International Feature Film","2022-03-27","Drive My Car","https://www.oscars.org/oscars/ceremonies/2022"
"Oscars","Industry","USA","2023","Best International Feature Film","2023-03-12","All Quiet on the Western Front","https://www.oscars.org/oscars/ceremonies/2023"
"Oscars","Industry","USA","2024","Best International Feature Film","2024-03-10","The Zone of Interest (United Kingdom)","https://www.oscars.org/oscars/ceremonies/2024"
"Oscars","Industry","USA","2025","Best International Feature Film","2025-03-02","I'm Still Here","https://www.oscars.org/oscars/ceremonies/2025"
"Oscars","Industry","USA","2026","Best International Feature Film","","","https://www.oscars.org/oscars/ceremonies/2026"
"Oscars","Industry","USA","2000","Best Documentary Feature Film","2000-03-26","One Day in September","https://www.oscars.org/oscars/ceremonies/2000"
"Oscars","Industry","USA","2001","Best Documentary Feature Film","2001-03-25","Into the Arms of Strangers: Stories of the Kindertransport","https://www.oscars.org/oscars/ceremonies/2001"
"Oscars","Industry","USA","2002","Best Documentary Feature Film","2002-03-24","Murder on a Sunday Morning","https://www.oscars.org/oscars/ceremonies/2002"
"Oscars","Industry","USA","2003","Best Documentary Feature Film","2003-03-23","Bowling for Columbine","https://www.oscars.org/oscars/ceremonies/2003"
"Oscars","Industry","USA","2004","Best Documentary Feature Film","2004-02-29","The Fog of War","https://www.oscars.org/oscars/ceremonies/2004"
"Oscars","Industry","USA","2005","Best Documentary Feature Film","2005-02-27","Born into Brothels","https://www.oscars.org/oscars/ceremonies/2005"
"Oscars","Industry","USA","2006","Best Documentary Feature Film","2006-03-05","March of the Penguins","https://www.oscars.org/oscars/ceremonies/2006"
"Oscars","Industry","USA","2007","Best Documentary Feature Film","2007-02-25","An Inconvenient Truth","https://en.wikipedia.org/wiki/79th_Academy_Awards"
"Oscars","Industry","USA","2008","Best Documentary Feature Film","2008-02-24","Taxi to the Dark Side","https://www.oscars.org/oscars/ceremonies/2008"
"Oscars","Industry","USA","2009","Best Documentary Feature Film","2009-02-22","Man on Wire","https://www.oscars.org/oscars/ceremonies/2009"
"Oscars","Industry","USA","2010","Best Documentary Feature Film","2010-03-07","The Cove","https://www.oscars.org/oscars/ceremonies/2010"
"Oscars","Industry","USA","2011","Best Documentary Feature Film","2011-02-27","Inside Job","https://www.oscars.org/oscars/ceremonies/2011"
"Oscars","Industry","USA","2012","Best Documentary Feature Film","2012-02-26","Undefeated","https://www.oscars.org/oscars/ceremonies/2012"
"Oscars","Industry","USA","2013","Best Documentary Feature Film","2013-02-24","Searching for Sugar Man","https://www.oscars.org/oscars/ceremonies/2013"
